ticket_id,created_at,closed_at,channel,product,category,issue_subtype,priority,status,customer_text,agent_response,resolution_time_seconds,first_contact_resolved,escalated_to,sla_breach,pii_flag,pii_entities_found,anonymized_at,is_gold_example,gold_signal,source,kb_refs,data_consent,retention_expires_at,language
TKT-00116,2025-07-29T12:29:39,,phone,MobileApp,other,complaint,medium,escalated,What integrations do you support with third-party project management tools?,"We retain account data for 90 days after closure, after which it is permanently deleted per our privacy policy.",44573,1,billing_team,1,1,EMAIL_ADDRESS,2025-07-29T12:29:39,0,agent_corrected,synthetic,KB-5;KB-6;KB-7,1,2028-07-28,en
TKT-00511,2025-07-19T12:29:39,2025-07-20T06:26:50,chat,DataVault,billing,subscription_cancel,low,closed,I was charged twice for my subscription this month. Please refund the duplicate charge immediately.,I can confirm your subscription was cancelled. The charge has been reversed and a refund issued. Please allow 3–5 business days.,64631,1,billing_team,1,0,,2025-07-19T12:29:39,0,agent_corrected,internal,,1,2028-07-18,en
TKT-00062,2025-12-04T12:29:39,,web,EnterpriseSuite,billing,upgrade_billing,high,escalated,I cancelled my subscription 2 weeks ago but still got charged. Please reverse this.,I've reviewed your account and confirmed the duplicate charge. A refund of the full amount has been processed and should appear within 3–5 business days.,56562,1,senior_support,1,0,,2025-12-04T12:29:39,0,,synthetic,,1,2028-12-03,en
TKT-00232,2025-02-05T12:29:39,2025-02-06T04:28:05,social,ProPlan,account,account_locked,low,resolved,I need to change the email address on my account. The old one no longer exists.,"I've unlocked your account. For security, I've also sent you a verification email. Please confirm your identity to restore full access.",57506,0,,1,0,,2025-02-05T12:29:39,0,agent_corrected,synthetic,KB-23;KB-15,1,2028-02-05,hi
TKT-00265,2025-05-15T12:29:39,,chat,MobileApp,returns,return_window_expired,critical,pending,The item I received is damaged. The packaging was intact but the product inside is broken.,I apologize for the incorrect item. I've arranged a free return label and your correct order will ship once we receive the return.,13134,1,senior_support,0,0,,2025-05-15T12:29:39,0,,internal,,1,2028-05-14,en
TKT-00529,2025-11-16T12:29:39,,chat,MobileApp,technical,slow_performance,critical,escalated,The dashboard is loading very slowly. It takes over 2 minutes to display anything.,I've escalated the performance issue to our infrastructure team. In the meantime try a hard refresh (Ctrl+Shift+R).,54516,1,senior_support,1,1,PHONE_NUMBER,2025-11-16T12:29:39,0,reviewer_confirmed,internal,,1,2028-11-15,en
TKT-00438,2026-04-12T12:29:39,,web,ProPlan,technical,app_crash,medium,escalated,Two-factor authentication stopped working. I'm not receiving the SMS codes.,I've reset your account credentials on our end. Please try the password reset flow again and clear your browser cache first.,44462,1,billing_team,1,0,,2026-04-12T12:29:39,0,,synthetic,KB-24;KB-11,1,2029-04-11,en
TKT-00528,2026-05-21T12:29:39,,chat,DataVault,other,data_export,critical,escalated,I have a suggestion: it would be great if you added dark mode to the mobile app.,I've logged your formal complaint and our quality assurance team will follow up within 2 business days.,36791,0,,1,1,EMAIL_ADDRESS,2026-05-21T12:29:39,0,agent_corrected,internal,KB-13;KB-24,1,2029-05-20,en
TKT-00344,2025-09-01T12:29:39,2025-09-02T08:13:01,chat,ProPlan,technical,password_reset,low,resolved,Two-factor authentication stopped working. I'm not receiving the SMS codes.,I've resent the 2FA setup link to your email. Please re-enroll your device using the new link.,71002,1,,1,1,PERSON;EMAIL_ADDRESS;PHONE_NUMBER,2025-09-01T12:29:39,0,reviewer_confirmed,synthetic,KB-17;KB-4;KB-24,1,2028-08-31,en
TKT-00501,2025-03-21T12:29:39,,email,MobileApp,technical,slow_performance,high,pending,Two-factor authentication stopped working. I'm not receiving the SMS codes.,I've reset your account credentials on our end. Please try the password reset flow again and clear your browser cache first.,49007,1,senior_support,1,0,,2025-03-21T12:29:39,0,agent_corrected,synthetic,KB-12,1,2028-03-20,en
TKT-00571,2025-12-31T12:29:39,,phone,MobileApp,returns,refund_not_received,low,escalated,I received the wrong item entirely. I ordered the blue model but got the red one.,Your refund was processed on our end. It may be delayed by your bank. Here's your refund confirmation number.,75193,1,senior_support,1,1,PHONE_NUMBER,2025-12-31T12:29:39,1,agent_corrected,bitext,KB-16,1,2028-12-30,en
TKT-00366,2025-10-09T12:29:39,2025-10-09T15:22:12,social,MobileApp,technical,slow_performance,critical,closed,The dashboard is loading very slowly. It takes over 2 minutes to display anything.,I've escalated the performance issue to our infrastructure team. In the meantime try a hard refresh (Ctrl+Shift+R).,10353,1,,0,1,PERSON;EMAIL_ADDRESS;PHONE_NUMBER,2025-10-09T12:29:39,0,agent_corrected,synthetic,KB-16,1,2028-10-08,hi
TKT-00103,2026-03-20T12:29:39,,chat,DataVault,other,general_inquiry,high,escalated,I'd like to export all my data before I cancel. What formats are available?,"We support integrations with Jira, Asana, Monday.com, and Trello. You can find setup guides in our knowledge base under Integrations.",67384,1,billing_team,1,1,PERSON;EMAIL_ADDRESS,2026-03-20T12:29:39,1,reviewer_confirmed,synthetic,KB-2;KB-17,1,2029-03-19,en
TKT-00354,2026-03-26T12:29:39,,chat,BasicPlan,technical,feature_not_working,critical,pending,I can't log into my account. It keeps saying invalid password even after I reset it.,I've triggered a manual sync on your account. Please allow up to 30 minutes and then refresh your devices.,48808,1,billing_team,1,1,PERSON;EMAIL_ADDRESS,2026-03-26T12:29:39,0,,bitext,,1,2029-03-25,en
TKT-00542,2025-08-18T12:29:39,2025-08-19T01:13:17,phone,MobileApp,billing,duplicate_charge,critical,closed,My credit card was charged $99 but the plan costs $49. Please fix this billing error.,I've corrected your billing to the Basic Plan. The difference has been refunded to your original payment method.,45818,0,billing_team,1,1,EMAIL_ADDRESS,2025-08-18T12:29:39,0,reviewer_confirmed,bitext,KB-5;KB-24;KB-11,1,2028-08-17,en
TKT-00494,2025-04-11T12:29:39,2025-04-12T11:16:28,social,ProPlan,other,complaint,critical,closed,I have a suggestion: it would be great if you added dark mode to the mobile app.,"You can export your data in CSV, JSON, or PDF formats from Settings → Data → Export. Exports are ready within 1 hour.",82009,0,senior_support,1,1,PERSON;EMAIL_ADDRESS;PHONE_NUMBER,2025-04-11T12:29:39,0,,synthetic,KB-18;KB-21,1,2028-04-10,en
TKT-00435,2025-06-30T12:29:39,2025-07-01T08:53:34,web,DataVault,billing,refund_request,low,resolved,I was charged twice for my subscription this month. Please refund the duplicate charge immediately.,I've corrected the billing error. You were incorrectly charged the enterprise rate. A partial refund has been issued.,73435,0,,1,0,,2025-06-30T12:29:39,0,reviewer_confirmed,internal,KB-23,1,2028-06-29,hi
TKT-00109,2026-04-12T12:29:39,2026-04-13T07:57:11,web,ProPlan,other,feature_request,high,closed,I'd like to file a formal complaint about the service outage last weekend.,"We retain account data for 90 days after closure, after which it is permanently deleted per our privacy policy.",70052,1,,1,0,,2026-04-12T12:29:39,1,,bitext,KB-9;KB-3;KB-4,1,2029-04-11,en
TKT-00485,2025-08-21T12:29:39,,chat,EnterpriseSuite,technical,password_reset,critical,escalated,The mobile app crashes every time I try to open the reports section.,I've reset your account credentials on our end. Please try the password reset flow again and clear your browser cache first.,22160,1,billing_team,0,0,,2025-08-21T12:29:39,0,,internal,KB-13;KB-4,1,2028-08-20,en
TKT-00311,2026-03-14T12:29:39,2026-03-15T03:33:28,chat,BasicPlan,technical,feature_not_working,medium,closed,The dashboard is loading very slowly. It takes over 2 minutes to display anything.,I've resent the 2FA setup link to your email. Please re-enroll your device using the new link.,54229,1,senior_support,1,0,,2026-03-14T12:29:39,0,reviewer_confirmed,internal,KB-15;KB-18,1,2029-03-13,hi
TKT-00478,2026-04-22T12:29:39,,chat,DataVault,billing,subscription_cancel,medium,escalated,I cancelled my subscription 2 weeks ago but still got charged. Please reverse this.,I've corrected the billing error. You were incorrectly charged the enterprise rate. A partial refund has been issued.,63581,1,senior_support,1,1,PERSON;EMAIL_ADDRESS,2026-04-22T12:29:39,0,,synthetic,KB-5,1,2029-04-21,en
TKT-00136,2025-08-22T12:29:39,2025-08-22T18:39:03,email,MobileApp,returns,exchange_request,high,closed,I received the wrong item entirely. I ordered the blue model but got the red one.,I'm sorry to hear the item arrived damaged. I've initiated a replacement shipment and you should receive tracking info within 24 hours.,22164,0,,0,1,PERSON;EMAIL_ADDRESS,2025-08-22T12:29:39,0,reviewer_confirmed,bitext,KB-22;KB-13,1,2028-08-21,en
TKT-00085,2025-03-20T12:29:39,,social,DataVault,returns,exchange_request,low,pending,I want to return this but your website says the 30-day return window has expired. Can you help?,I'm sorry to hear the item arrived damaged. I've initiated a replacement shipment and you should receive tracking info within 24 hours.,82984,1,senior_support,1,0,,2025-03-20T12:29:39,0,agent_corrected,synthetic,KB-14;KB-7,1,2028-03-19,en
TKT-00598,2025-02-27T12:29:39,2025-02-28T01:00:08,phone,EnterpriseSuite,technical,slow_performance,medium,closed,The dashboard is loading very slowly. It takes over 2 minutes to display anything.,I've resent the 2FA setup link to your email. Please re-enroll your device using the new link.,45029,1,billing_team,1,0,,2025-02-27T12:29:39,1,,internal,,1,2028-02-27,hi
TKT-00244,2026-05-23T12:29:39,2026-05-23T12:52:34,email,DataVault,returns,refund_not_received,low,closed,I returned my item 2 weeks ago but still haven't received my refund. Where is my money?,I'm sorry to hear the item arrived damaged. I've initiated a replacement shipment and you should receive tracking info within 24 hours.,1375,1,billing_team,0,0,,2026-05-23T12:29:39,0,reviewer_confirmed,synthetic,KB-13;KB-6,1,2029-05-22,en
TKT-00338,2026-03-23T12:29:39,2026-03-24T05:22:25,email,EnterpriseSuite,technical,password_reset,high,closed,The mobile app crashes every time I try to open the reports section.,I've reset your account credentials on our end. Please try the password reset flow again and clear your browser cache first.,60766,1,senior_support,1,0,,2026-03-23T12:29:39,0,agent_corrected,internal,KB-12;KB-2;KB-9,1,2029-03-22,hi
TKT-00066,2025-02-16T12:29:39,,phone,DataVault,returns,item_damaged,critical,escalated,I received the wrong item entirely. I ordered the blue model but got the red one.,I've initiated an exchange request. Please use the prepaid label attached and your new size will ship within 2 business days.,79553,0,,1,1,PERSON;EMAIL_ADDRESS,2025-02-16T12:29:39,0,,synthetic,KB-3,1,2028-02-16,en
TKT-00065,2025-05-09T12:29:39,,email,CloudSync,returns,return_window_expired,high,escalated,I'd like to exchange this for a different size. How do I initiate an exchange?,Your refund was processed on our end. It may be delayed by your bank. Here's your refund confirmation number.,8646,0,,0,1,PHONE_NUMBER,2025-05-09T12:29:39,0,,synthetic,,1,2028-05-08,en
TKT-00393,2025-10-16T12:29:39,2025-10-17T03:20:29,chat,ProPlan,technical,login_fail,high,closed,The dashboard is loading very slowly. It takes over 2 minutes to display anything.,I've resent the 2FA setup link to your email. Please re-enroll your device using the new link.,53450,1,billing_team,1,1,PERSON;EMAIL_ADDRESS,2025-10-16T12:29:39,0,reviewer_confirmed,internal,KB-3;KB-19,1,2028-10-15,en
TKT-00273,2025-01-03T12:29:39,,phone,EnterpriseSuite,account,account_locked,low,escalated,My account got locked and I don't know why. I need access urgently for work.,"I've unlocked your account. For security, I've also sent you a verification email. Please confirm your identity to restore full access.",29693,1,senior_support,1,0,,2025-01-03T12:29:39,0,agent_corrected,synthetic,KB-9;KB-8,1,2028-01-03,en
TKT-00545,2025-09-25T12:29:39,,email,DataVault,technical,login_fail,critical,pending,I can't log into my account. It keeps saying invalid password even after I reset it.,I've escalated the performance issue to our infrastructure team. In the meantime try a hard refresh (Ctrl+Shift+R).,31362,0,,1,0,,2025-09-25T12:29:39,1,agent_corrected,internal,KB-11;KB-23;KB-3,1,2028-09-24,en
TKT-00036,2026-04-24T12:29:39,2026-04-25T04:37:02,email,DataVault,billing,invoice_error,low,closed,I cancelled my subscription 2 weeks ago but still got charged. Please reverse this.,I've reviewed the service outage and applied a prorated credit to your account for the 3 days of downtime.,58043,1,senior_support,1,0,,2026-04-24T12:29:39,1,reviewer_confirmed,internal,,1,2029-04-23,hi
TKT-00249,2025-11-10T12:29:39,2025-11-11T05:25:43,web,DataVault,account,account_deletion,high,resolved,I need to add a team member to my account but the invite option is greyed out.,I've updated your email address. You'll receive a confirmation at both addresses. Please verify the new one within 24 hours.,60964,0,billing_team,1,0,,2025-11-10T12:29:39,1,,synthetic,,1,2028-11-09,en
TKT-00375,2025-02-16T12:29:39,,social,MobileApp,returns,exchange_request,medium,pending,I received the wrong item entirely. I ordered the blue model but got the red one.,I apologize for the incorrect item. I've arranged a free return label and your correct order will ship once we receive the return.,75252,0,billing_team,1,1,EMAIL_ADDRESS,2025-02-16T12:29:39,1,reviewer_confirmed,synthetic,KB-17;KB-21;KB-12,1,2028-02-16,en
TKT-00044,2025-07-31T12:29:39,2025-08-01T08:13:47,phone,ProPlan,returns,wrong_item,medium,closed,The item I received is damaged. The packaging was intact but the product inside is broken.,I apologize for the incorrect item. I've arranged a free return label and your correct order will ship once we receive the return.,71048,0,billing_team,1,1,PERSON;EMAIL_ADDRESS;PHONE_NUMBER,2025-07-31T12:29:39,0,agent_corrected,internal,KB-3,1,2028-07-30,en
TKT-00041,2026-02-18T12:29:39,,web,EnterpriseSuite,account,account_deletion,medium,pending,My account got locked and I don't know why. I need access urgently for work.,I've identified the bug with the save button. I've manually updated your billing address and reported the bug to our team.,62474,0,,1,1,PERSON;EMAIL_ADDRESS;PHONE_NUMBER,2026-02-18T12:29:39,0,agent_corrected,synthetic,KB-23,1,2029-02-17,en
TKT-00291,2025-09-29T12:29:39,2025-09-30T11:14:37,chat,MobileApp,returns,wrong_item,medium,closed,The item I received is damaged. The packaging was intact but the product inside is broken.,I've made an exception to the return window given the circumstances. Please use the return label I'm sending to your email.,81898,0,,1,1,EMAIL_ADDRESS,2025-09-29T12:29:39,1,agent_corrected,synthetic,,1,2028-09-28,en
TKT-00124,2025-12-28T12:29:39,,chat,BasicPlan,returns,exchange_request,high,pending,I received the wrong item entirely. I ordered the blue model but got the red one.,I apologize for the incorrect item. I've arranged a free return label and your correct order will ship once we receive the return.,57845,1,senior_support,1,0,,2025-12-28T12:29:39,0,reviewer_confirmed,synthetic,KB-6,1,2028-12-27,en
TKT-00030,2026-05-14T12:29:39,2026-05-14T18:56:17,web,CloudSync,technical,login_fail,low,resolved,My data isn't syncing between devices. Everything is stuck from 3 days ago.,"I've flagged this app crash to our engineering team. As a workaround, please try clearing the app cache from settings.",23198,1,,0,0,,2026-05-14T12:29:39,0,reviewer_confirmed,bitext,KB-17,1,2029-05-13,hi
TKT-00123,2025-03-02T12:29:39,,social,MobileApp,billing,refund_request,high,escalated,I cancelled my subscription 2 weeks ago but still got charged. Please reverse this.,I've corrected the billing error. You were incorrectly charged the enterprise rate. A partial refund has been issued.,8689,1,senior_support,0,0,,2025-03-02T12:29:39,0,agent_corrected,internal,KB-18,1,2028-03-01,en
TKT-00158,2025-04-16T12:29:39,2025-04-16T17:56:11,social,DataVault,technical,password_reset,critical,resolved,The mobile app crashes every time I try to open the reports section.,I've reset your account credentials on our end. Please try the password reset flow again and clear your browser cache first.,19592,1,,0,1,PHONE_NUMBER,2025-04-16T12:29:39,0,,internal,KB-17,1,2028-04-15,hi
TKT-00414,2025-05-06T12:29:39,2025-05-07T12:00:49,phone,CloudSync,other,feature_request,high,closed,What integrations do you support with third-party project management tools?,I've logged your formal complaint and our quality assurance team will follow up within 2 business days.,84670,1,,1,1,PHONE_NUMBER,2025-05-06T12:29:39,0,,bitext,,1,2028-05-05,en
TKT-00500,2026-02-02T12:29:39,2026-02-02T19:55:06,web,DataVault,account,email_change,medium,closed,I want to permanently delete my account and all associated data.,Your account deletion request has been submitted. All data will be permanently removed within 30 days per our policy.,26727,0,senior_support,0,1,EMAIL_ADDRESS,2026-02-02T12:29:39,0,agent_corrected,bitext,KB-17;KB-12;KB-8,1,2029-02-01,en
TKT-00462,2025-09-29T12:29:39,2025-09-30T07:10:42,web,EnterpriseSuite,other,feature_request,critical,closed,I have a suggestion: it would be great if you added dark mode to the mobile app.,Thank you for the dark mode suggestion! I've submitted it to our product team. We regularly review user feedback for roadmap planning.,67263,1,billing_team,1,1,EMAIL_ADDRESS,2025-09-29T12:29:39,1,reviewer_confirmed,internal,KB-21;KB-3,1,2028-09-28,en
TKT-00010,2025-02-18T12:29:39,2025-02-18T15:31:41,email,ProPlan,technical,sync_error,low,resolved,My data isn't syncing between devices. Everything is stuck from 3 days ago.,I've reset your account credentials on our end. Please try the password reset flow again and clear your browser cache first.,10922,0,billing_team,0,0,,2025-02-18T12:29:39,0,,bitext,KB-10;KB-24,1,2028-02-18,en
TKT-00534,2026-02-17T12:29:39,,phone,MobileApp,returns,exchange_request,critical,pending,I'd like to exchange this for a different size. How do I initiate an exchange?,I'm sorry to hear the item arrived damaged. I've initiated a replacement shipment and you should receive tracking info within 24 hours.,79291,1,senior_support,1,1,PERSON;EMAIL_ADDRESS;PHONE_NUMBER,2026-02-17T12:29:39,0,agent_corrected,bitext,KB-8,1,2029-02-16,en
TKT-00166,2025-09-25T12:29:39,2025-09-25T21:02:13,email,EnterpriseSuite,other,data_export,medium,closed,I'd like to file a formal complaint about the service outage last weekend.,I've logged your formal complaint and our quality assurance team will follow up within 2 business days.,30754,0,,1,1,PERSON;EMAIL_ADDRESS;PHONE_NUMBER,2025-09-25T12:29:39,0,,internal,KB-5;KB-19,1,2028-09-24,en
TKT-00307,2025-12-20T12:29:39,,web,CloudSync,account,two_factor_issue,high,pending,I want to permanently delete my account and all associated data.,I've adjusted your account permissions to allow team invitations. Please try again and let me know if you need further help.,1388,0,senior_support,0,1,EMAIL_ADDRESS,2025-12-20T12:29:39,0,agent_corrected,internal,KB-11,1,2028-12-19,hi
TKT-00001,2025-01-09T12:29:39,2025-01-10T02:24:39,web,ProPlan,returns,refund_not_received,high,resolved,I'd like to exchange this for a different size. How do I initiate an exchange?,Your refund was processed on our end. It may be delayed by your bank. Here's your refund confirmation number.,50100,1,,1,1,PHONE_NUMBER,2025-01-09T12:29:39,1,agent_corrected,synthetic,KB-2,1,2028-01-09,hi
TKT-00513,2026-05-12T12:29:39,2026-05-12T19:19:29,chat,EnterpriseSuite,returns,item_damaged,low,closed,I returned my item 2 weeks ago but still haven't received my refund. Where is my money?,I'm sorry to hear the item arrived damaged. I've initiated a replacement shipment and you should receive tracking info within 24 hours.,24590,1,billing_team,0,0,,2026-05-12T12:29:39,0,agent_corrected,bitext,KB-13;KB-6;KB-4,1,2029-05-11,en
TKT-00399,2025-08-24T12:29:39,2025-08-25T03:45:41,chat,EnterpriseSuite,account,account_locked,critical,closed,I can't update my billing address in the profile settings. The save button doesn't work.,I've updated your email address. You'll receive a confirmation at both addresses. Please verify the new one within 24 hours.,54962,1,senior_support,1,0,,2025-08-24T12:29:39,0,,synthetic,KB-9;KB-7;KB-1,1,2028-08-23,en
TKT-00530,2025-10-09T12:29:39,,web,MobileApp,account,account_deletion,low,escalated,My account got locked and I don't know why. I need access urgently for work.,Your account deletion request has been submitted. All data will be permanently removed within 30 days per our policy.,8504,1,,0,1,EMAIL_ADDRESS,2025-10-09T12:29:39,0,,bitext,KB-20;KB-6;KB-14,1,2028-10-08,en
TKT-00083,2026-02-23T12:29:39,2026-02-24T11:01:06,social,ProPlan,account,profile_update,critical,closed,My account got locked and I don't know why. I need access urgently for work.,I've updated your email address. You'll receive a confirmation at both addresses. Please verify the new one within 24 hours.,81087,0,,1,0,,2026-02-23T12:29:39,0,,synthetic,KB-22;KB-3,1,2029-02-22,en
TKT-00451,2025-02-14T12:29:39,2025-02-15T06:29:41,email,DataVault,account,account_deletion,high,resolved,I can't update my billing address in the profile settings. The save button doesn't work.,I've identified the bug with the save button. I've manually updated your billing address and reported the bug to our team.,64802,0,billing_team,1,0,,2025-02-14T12:29:39,0,,internal,KB-1;KB-3;KB-21,1,2028-02-14,hi
TKT-00192,2025-11-11T12:29:39,2025-11-12T01:02:22,phone,ProPlan,account,email_change,medium,closed,I want to permanently delete my account and all associated data.,I've identified the bug with the save button. I've manually updated your billing address and reported the bug to our team.,45163,1,senior_support,1,0,,2025-11-11T12:29:39,0,agent_corrected,synthetic,KB-23,1,2028-11-10,hi
TKT-00490,2026-03-15T12:29:39,,chat,EnterpriseSuite,technical,password_reset,low,escalated,Two-factor authentication stopped working. I'm not receiving the SMS codes.,I've escalated the performance issue to our infrastructure team. In the meantime try a hard refresh (Ctrl+Shift+R).,61827,0,senior_support,1,0,,2026-03-15T12:29:39,1,agent_corrected,synthetic,KB-5;KB-15,1,2029-03-14,en
TKT-00102,2026-02-23T12:29:39,,social,CloudSync,billing,upgrade_billing,low,escalated,I need a refund for last month. The service was down for 3 days and I couldn't use it.,I can confirm your subscription was cancelled. The charge has been reversed and a refund issued. Please allow 3–5 business days.,28519,1,billing_team,0,0,,2026-02-23T12:29:39,1,agent_corrected,internal,KB-7;KB-8;KB-12,1,2029-02-22,en
TKT-00312,2026-02-12T12:29:39,2026-02-12T15:51:17,email,BasicPlan,billing,subscription_cancel,low,resolved,My invoice shows an incorrect amount. I should be on the basic plan but was billed for enterprise.,I've corrected your billing to the Basic Plan. The difference has been refunded to your original payment method.,12098,0,senior_support,0,1,PHONE_NUMBER,2026-02-12T12:29:39,0,agent_corrected,bitext,KB-18;KB-21,1,2029-02-11,en
TKT-00455,2025-07-10T12:29:39,2025-07-10T20:04:06,chat,ProPlan,other,complaint,high,closed,I have a suggestion: it would be great if you added dark mode to the mobile app.,"We retain account data for 90 days after closure, after which it is permanently deleted per our privacy policy.",27267,0,senior_support,0,0,,2025-07-10T12:29:39,0,reviewer_confirmed,internal,KB-7;KB-15;KB-8,1,2028-07-09,en
TKT-00328,2025-06-23T12:29:39,2025-06-23T22:39:56,web,EnterpriseSuite,other,feature_request,critical,resolved,I'd like to export all my data before I cancel. What formats are available?,"We support integrations with Jira, Asana, Monday.com, and Trello. You can find setup guides in our knowledge base under Integrations.",36617,0,senior_support,1,0,,2025-06-23T12:29:39,0,agent_corrected,synthetic,KB-21;KB-23,1,2028-06-22,hi
TKT-00431,2025-06-12T12:29:39,,phone,ProPlan,technical,password_reset,critical,pending,The dashboard is loading very slowly. It takes over 2 minutes to display anything.,I've resent the 2FA setup link to your email. Please re-enroll your device using the new link.,17543,0,,0,1,PERSON;EMAIL_ADDRESS,2025-06-12T12:29:39,0,,internal,KB-1,1,2028-06-11,en
TKT-00153,2025-12-18T12:29:39,2025-12-18T21:08:03,phone,MobileApp,account,email_change,high,resolved,I need to change the email address on my account. The old one no longer exists.,I've updated your email address. You'll receive a confirmation at both addresses. Please verify the new one within 24 hours.,31104,1,senior_support,1,0,,2025-12-18T12:29:39,0,agent_corrected,internal,KB-24;KB-11;KB-5,1,2028-12-17,en
TKT-00321,2025-12-14T12:29:39,2025-12-15T11:57:37,chat,CloudSync,billing,upgrade_billing,high,closed,I cancelled my subscription 2 weeks ago but still got charged. Please reverse this.,I've corrected your billing to the Basic Plan. The difference has been refunded to your original payment method.,84478,0,,1,1,PERSON;EMAIL_ADDRESS,2025-12-14T12:29:39,0,,internal,KB-20,1,2028-12-13,hi
TKT-00446,2025-09-01T12:29:39,2025-09-02T00:14:16,chat,ProPlan,returns,refund_not_received,medium,resolved,I received the wrong item entirely. I ordered the blue model but got the red one.,I apologize for the incorrect item. I've arranged a free return label and your correct order will ship once we receive the return.,42277,0,senior_support,1,1,PERSON;EMAIL_ADDRESS,2025-09-01T12:29:39,0,,internal,KB-17,1,2028-08-31,en
TKT-00055,2025-10-19T12:29:39,,social,BasicPlan,technical,password_reset,high,escalated,My data isn't syncing between devices. Everything is stuck from 3 days ago.,I've resent the 2FA setup link to your email. Please re-enroll your device using the new link.,61340,1,senior_support,1,1,PHONE_NUMBER,2025-10-19T12:29:39,0,agent_corrected,bitext,KB-3;KB-12;KB-13,1,2028-10-18,hi
TKT-00260,2026-03-01T12:29:39,2026-03-02T05:39:56,web,MobileApp,account,profile_update,low,closed,I want to permanently delete my account and all associated data.,I've adjusted your account permissions to allow team invitations. Please try again and let me know if you need further help.,61817,0,senior_support,1,1,PERSON;EMAIL_ADDRESS,2026-03-01T12:29:39,0,agent_corrected,bitext,KB-15;KB-10;KB-13,1,2029-02-28,hi
TKT-00092,2026-04-19T12:29:39,,email,ProPlan,returns,refund_not_received,high,escalated,I returned my item 2 weeks ago but still haven't received my refund. Where is my money?,Your refund was processed on our end. It may be delayed by your bank. Here's your refund confirmation number.,43797,1,senior_support,1,0,,2026-04-19T12:29:39,0,,bitext,KB-16;KB-10;KB-21,1,2029-04-18,en
TKT-00391,2025-10-28T12:29:39,,phone,DataVault,billing,subscription_cancel,critical,escalated,I cancelled my subscription 2 weeks ago but still got charged. Please reverse this.,I've reviewed your account and confirmed the duplicate charge. A refund of the full amount has been processed and should appear within 3–5 business days.,5209,1,senior_support,0,1,PERSON;EMAIL_ADDRESS;PHONE_NUMBER,2025-10-28T12:29:39,0,,internal,KB-16,1,2028-10-27,en
TKT-00257,2025-02-08T12:29:39,,phone,BasicPlan,billing,refund_request,medium,pending,I was charged twice for my subscription this month. Please refund the duplicate charge immediately.,I've reviewed your account and confirmed the duplicate charge. A refund of the full amount has been processed and should appear within 3–5 business days.,47491,0,,1,1,PHONE_NUMBER,2025-02-08T12:29:39,0,reviewer_confirmed,bitext,,1,2028-02-08,en
TKT-00507,2025-03-03T12:29:39,,social,EnterpriseSuite,returns,refund_not_received,critical,pending,The item I received is damaged. The packaging was intact but the product inside is broken.,I'm sorry to hear the item arrived damaged. I've initiated a replacement shipment and you should receive tracking info within 24 hours.,55556,1,,1,1,EMAIL_ADDRESS,2025-03-03T12:29:39,0,reviewer_confirmed,synthetic,KB-24,1,2028-03-02,hi
TKT-00369,2025-06-02T12:29:39,2025-06-02T23:44:42,email,CloudSync,billing,refund_request,critical,closed,My credit card was charged $99 but the plan costs $49. Please fix this billing error.,I've reviewed the service outage and applied a prorated credit to your account for the 3 days of downtime.,40503,1,senior_support,1,0,,2025-06-02T12:29:39,0,agent_corrected,internal,KB-6;KB-23,1,2028-06-01,en
TKT-00449,2026-02-13T12:29:39,2026-02-14T06:14:21,chat,BasicPlan,returns,exchange_request,low,resolved,I received the wrong item entirely. I ordered the blue model but got the red one.,I apologize for the incorrect item. I've arranged a free return label and your correct order will ship once we receive the return.,63882,1,billing_team,1,0,,2026-02-13T12:29:39,0,reviewer_confirmed,bitext,,1,2029-02-12,en
TKT-00472,2026-04-15T12:29:39,2026-04-15T23:11:59,phone,ProPlan,billing,subscription_cancel,medium,resolved,I need a refund for last month. The service was down for 3 days and I couldn't use it.,I've reviewed the service outage and applied a prorated credit to your account for the 3 days of downtime.,38540,0,billing_team,1,0,,2026-04-15T12:29:39,1,reviewer_confirmed,internal,,1,2029-04-14,en
TKT-00002,2026-02-06T12:29:39,,social,MobileApp,billing,subscription_cancel,high,pending,I cancelled my subscription 2 weeks ago but still got charged. Please reverse this.,I can confirm your subscription was cancelled. The charge has been reversed and a refund issued. Please allow 3–5 business days.,68583,1,billing_team,1,1,PERSON;EMAIL_ADDRESS;PHONE_NUMBER,2026-02-06T12:29:39,0,reviewer_confirmed,synthetic,KB-13;KB-20;KB-2,1,2029-02-05,en
TKT-00233,2025-03-04T12:29:39,2025-03-05T00:33:06,email,DataVault,billing,duplicate_charge,low,closed,My credit card was charged $99 but the plan costs $49. Please fix this billing error.,I can confirm your subscription was cancelled. The charge has been reversed and a refund issued. Please allow 3–5 business days.,43407,0,,1,1,PHONE_NUMBER,2025-03-04T12:29:39,0,,synthetic,KB-17;KB-14;KB-22,1,2028-03-03,en
TKT-00556,2026-05-24T12:29:39,,chat,DataVault,technical,login_fail,critical,pending,The dashboard is loading very slowly. It takes over 2 minutes to display anything.,I've resent the 2FA setup link to your email. Please re-enroll your device using the new link.,83753,0,senior_support,1,1,EMAIL_ADDRESS,2026-05-24T12:29:39,0,reviewer_confirmed,synthetic,,1,2029-05-23,hi
